transaction_id,customer_id,product,store,transaction_date,sales_amount,order_source,payment_method,order_state,created_date,updated_date
S8000000233,169,belt,SYD01,1/4/22,95.33,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000234,81,cap,BNE02,1/4/22,13.49,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000235,169,sunglasses,PER01,1/4/22,52.77,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000236,169,hoodie-with-pocket,CBR01,1/4/22,15.96,IN-STORE,CARD,PENDING,1/4/22,1/4/22
S8000000237,80,hoodie-with-zipper,MEL01,1/4/22,13.11,IN-STORE,ONLINE,PENDING,1/4/22,1/4/22
S8000000238,169,long-sleeve-tee,MEL02,1/4/22,71.30,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000239,169,polo,AKL01,1/4/22,85.88,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000240,183,album,AKL02,1/4/22,87.02,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000241,198,single,WLG01,1/4/22,3.20,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000242,169,vneck-tee-red,BNE02,1/4/22,24.11,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000243,439,vneck-tee-green,PER01,1/4/22,16.07,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000244,258,vneck-tee-blue,CBR01,1/4/22,30.87,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000245,169,hoodie-red,MEL01,1/4/22,0.64,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000246,40,vneck-tee,MEL02,1/4/22,9.04,IN-STORE,CASH,CANCELED,1/4/22,1/4/22
S8000000247,347,hoodie,AKL01,1/4/22,13.60,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000248,169,hoodie-with-logo,AKL02,1/4/22,79.32,IN-STORE,ONLINE,CANCELED,1/4/22,1/4/22
S8000000249,292,tshirt,WLG01,1/4/22,14.29,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000250,177,beanie,SYD01,1/4/22,40.03,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000251,449,belt,BNE02,1/4/22,90.45,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000252,169,cap,PER01,1/4/22,45.98,IN-STORE,CASH,PENDING,1/4/22,1/4/22
S8000000253,494,sunglasses,CBR01,1/4/22,53.12,IN-STORE,CARD,PENDING,1/4/22,1/4/22
S8000000254,31,hoodie-with-pocket,MEL01,1/4/22,95.40,IN-STORE,ONLINE,PENDING,1/4/22,1/4/22
S8000000255,169,hoodie-with-zipper,MEL02,1/4/22,58.00,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000256,169,long-sleeve-tee,AKL01,1/4/22,16.26,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000257,378,polo,AKL02,1/4/22,23.04,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000258,433,album,WLG01,1/4/22,24.49,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000259,254,single,BNE02,1/4/22,40.06,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000260,169,vneck-tee-red,PER01,1/4/22,67.62,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000261,169,vneck-tee-green,BNE02,1/4/22,70.75,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000262,12,vneck-tee-blue,PER01,1/4/22,18.31,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000263,169,hoodie-red,CBR01,1/4/22,8.40,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000264,169,hoodie-green,MEL01,1/4/22,90.21,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000265,169,hoodie-blue,MEL02,1/4/22,17.45,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000266,301,tshirt-logo,AKL01,1/4/22,80.97,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000267,169,beanie-logo,AKL02,1/4/22,6.76,IN-STORE,CASH,COMPLETED,1/4/22,1/4/22
S8000000268,449,vneck-tee,WLG01,1/4/22,15.05,IN-STORE,CARD,COMPLETED,1/4/22,1/4/22
S8000000269,182,hoodie,BNE02,1/4/22,81.70,IN-STORE,ONLINE,COMPLETED,1/4/22,1/4/22
S8000000270,71,hoodie-with-logo,PER01,1/5/22,45.82,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000271,351,tshirt,CBR01,1/5/22,68.89,IN-STORE,CARD,CANCELED,1/5/22,1/5/22
S8000000272,492,beanie,MEL01,1/5/22,59.86,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000273,341,belt,MEL02,1/5/22,38.44,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000274,210,cap,AKL01,1/5/22,3.91,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000275,169,sunglasses,AKL02,1/5/22,16.40,IN-STORE,ONLINE,CANCELED,1/5/22,1/5/22
S8000000276,151,hoodie-with-pocket,WLG01,1/5/22,71.12,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000277,169,hoodie-with-zipper,SYD01,1/5/22,98.82,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000278,355,long-sleeve-tee,BNE02,1/5/22,50.81,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000279,131,polo,PER01,1/5/22,42.84,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000280,126,album,CBR01,1/5/22,74.83,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000281,169,single,MEL01,1/5/22,24.38,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000282,169,vneck-tee-red,MEL02,1/5/22,12.23,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000283,169,vneck-tee-green,AKL01,1/5/22,52.17,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000284,184,vneck-tee-blue,AKL02,1/5/22,48.48,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000285,364,vneck-tee,WLG01,1/5/22,8.06,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000286,169,hoodie,BNE02,1/5/22,79.04,ONLINE,CARD,COMPLETED,1/5/22,1/5/22
S8000000287,169,hoodie-with-logo,PER01,1/5/22,21.36,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000288,169,tshirt,CBR01,1/5/22,91.74,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000289,169,beanie,MEL01,1/5/22,64.84,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000290,169,belt,MEL02,1/5/22,67.92,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000291,169,cap,AKL01,1/5/22,0.07,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000292,169,sunglasses,AKL02,1/5/22,4.49,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000293,169,hoodie-with-pocket,WLG01,1/5/22,74.67,IN-STORE,ONLINE,COMPLETED,1/5/22,1/5/22
S8000000294,246,hoodie-with-zipper,SYD01,1/5/22,24.93,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000295,371,long-sleeve-tee,BNE02,1/5/22,43.23,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000296,304,polo,PER01,1/5/22,77.51,IN-STORE,ONLINE,CANCELED,1/5/22,1/5/22
S8000000297,352,vneck-tee,CBR01,1/5/22,12.19,IN-STORE,CASH,COMPLETED,1/5/22,1/5/22
S8000000298,169,hoodie,MEL01,1/5/22,6.50,IN-STORE,CARD,COMPLETED,1/5/22,1/5/22
S8000000299,169,hoodie-with-logo,MEL02,1/5/22,96.51,IN-STORE,ONLINE,CANCELED,1/5/22,1/5/22
